"order","relfirst","relsecond","tokenfirst","tokensecond","lemmafirst","lemmasecond","uposfirst","upossecond","hmLength","sentence","source","size"
"X-case","nmod","case","kammin","lisäksi","kammi","lisäksi","NOUN","ADV","1","w107.11","tdt_all","15136"
"X-case","obl","case","UKK-kansallispuiston","vuoksi","UKK#kansallis#puisto","vuoksi","NOUN","ADP","1","w107.13","tdt_all","15136"
"X-case","obl","case","talvikisojen","jälkeen","talvi#kisat","jälkeen","NOUN","ADP","2","w118.8","tdt_all","15136"
"case-X","case","root","mukana","sponsorointiskandaalissa","mukana","sponsorointi#skandaali","ADP","NOUN","1","w118.9","tdt_all","15136"
"case-X","case","obl","mukana","joukkueessa","mukana","joukkue","ADP","NOUN","2","w120.3","tdt_all","15136"
"case-X","case","root","mukana","joukkueessa","mukana","joukkue","ADP","NOUN","4","w120.5","tdt_all","15136"
"X-case","obl","case","vuotta","sitten","vuosi","sitten","NOUN","ADP","1","w125.2","tdt_all","15136"
"X-case","obl","case","vuotta","sitten","vuosi","sitten","NOUN","ADP","1","w125.4","tdt_all","15136"
"X-case","obl","case","orkesterien","kanssa","orkesteri","kanssa","NOUN","ADP","1","w129.3","tdt_all","15136"
"X-case","obl","case","Mercyful","kanssa","Mercyful","kanssa","PROPN","ADP","2","w138.6","tdt_all","15136"
"X-case","obl","case","tutkimusten","välillä","tutkimus","välillä","NOUN","ADP","1","w146.11","tdt_all","15136"
"X-case","obl","case","havaitsemistodennäköisyyden","suhteen","havaita#toden#näköisyys","suhteen","NOUN","ADP","1","w146.14","tdt_all","15136"
"X-case","nmod","case","kuvauksen","välillä","kuvaus","välillä","NOUN","ADP","4","w146.14","tdt_all","15136"
"X-case","obl","case","syöpää","kohti","syöpä","kohti","NOUN","ADP","1","w146.20","tdt_all","15136"
"X-case","obl","case","aiheutettua","kohti","aiheuttaa","kohti","VERB","ADP","1","w146.22","tdt_all","15136"
"X-case","obl","case","Kansanterveysasetuksen","mukaan","kansan#terveys#asetus","mukaan","NOUN","ADP","4","w146.24","tdt_all","15136"
"X-case","obl","case","vuoteen","asti","vuosi","asti","NOUN","ADP","2","w146.26","tdt_all","15136"
"X-case","obl","case","vuodesta","lähtien","vuosi","lähtien","NOUN","ADP","2","w146.26","tdt_all","15136"
"X-case","nmod","case","naisten","keskuudessa","nainen","keskuudessa","NOUN","ADP","1","w146.36","tdt_all","15136"
"case-X","case","obl","ilman","seulontatoimintaa","ilman","seulonta#toiminta","ADP","NOUN","1","w146.37","tdt_all","15136"
"case-X","case","obl","lähellä","rajaa","lähellä","raja","ADP","NOUN","3","w171.2","tdt_all","15136"
"X-case","obl","case","kolmen","sijaan","kolme","sijaan","NUM","ADP","1","w173.26","tdt_all","15136"
"X-case","orphan","case","sen","jälkeen","se","jälkeen","PRON","ADP","1","w173.37","tdt_all","15136"
"X-case","nmod","case","katon","kanssa","katto","kanssa","NOUN","ADP","1","w173.41","tdt_all","15136"
"X-case","obl","case","kotisi","ulkopuolella","koti","ulkopuolella","NOUN","ADP","1","w173.43","tdt_all","15136"
"case-X","case","obl","sisällä","kodissasi","sisällä","koti","ADP","NOUN","1","w173.43","tdt_all","15136"
"X-case","obl","case","simin","kanssa","sim","kanssa","NOUN","ADP","1","w173.44","tdt_all","15136"
"X-case","nmod","case","pelaajan","kanssa","pelaaja","kanssa","NOUN","ADP","1","w173.44","tdt_all","15136"
"X-case","obl","case","simien","ympärillä","sim","ympärillä","NOUN","ADP","1","w173.46","tdt_all","15136"
"X-case","obl","case","sen","jälkeen","se","jälkeen","PRON","ADP","1","w173.55","tdt_all","15136"
"X-case","obl","case","kotiensa","ulkopuolella","koti","ulkopuolella","NOUN","ADP","1","w173.59","tdt_all","15136"
"case-X","case","nmod","keskellä","peliä","keskellä","peli","ADP","NOUN","1","w173.61","tdt_all","15136"
"X-case","obl","case","Internetin","kautta","Internet","kautta","PROPN","ADP","1","w173.63","tdt_all","15136"
"X-case","obl","case","pelaajien","kanssa","pelaaja","kanssa","NOUN","ADP","1","w173.63","tdt_all","15136"
"X-case","acl:relcl","case","jonka","ympärillä","joka","ympärillä","PRON","ADP","1","w173.65","tdt_all","15136"
"X-case","obl","case","Aleksandr","mukaan","Aleksandr","mukaan","PROPN","ADP","2","w179.9","tdt_all","15136"
"X-case","obl","case","1741","alkaen","1741","alkaen","NUM","ADP","1","w179.11","tdt_all","15136"
"X-case","obl","case","kannanoton","mukaan","kannan#otto","mukaan","NOUN","ADP","1","wn003.2","tdt_all","15136"
"X-case","nmod","case","arvostelua","vastaan","arvostelu","vastaan","NOUN","ADP","1","wn003.3","tdt_all","15136"
"X-case","obl","case","tuomion","jälkeen","tuomio","jälkeen","NOUN","ADP","1","wn003.5","tdt_all","15136"
"X-case","nmod","case","ratkaisujen","kanssa","ratkaisu","kanssa","NOUN","ADP","1","wn003.6","tdt_all","15136"
"X-case","obl","case","rautatieaseman","vieressä","rauta#tie#asema","vieressä","NOUN","ADP","1","wn004.2","tdt_all","15136"
"case-X","case","obl","ennen","iltaseitsemää","ennen","ilta#seitsemän","ADP","NUM","1","wn004.4","tdt_all","15136"
"X-case","obl","case","puheenjohtajan","mukaan","puheen#johtaja","mukaan","NOUN","ADP","3","wn022.3","tdt_all","15136"
"X-case","nmod","case","leviämistä","vastaan","leviäminen","vastaan","NOUN","ADP","1","wn022.6","tdt_all","15136"
"X-case","obl","case","tietojen","mukaan","tieto","mukaan","NOUN","ADP","1","wn036.5","tdt_all","15136"
"X-case","obl","case","Noureddine","mukaan","Noureddine","mukaan","PROPN","ADP","3","wn036.6","tdt_all","15136"
"X-case","obl","case","sisäministeriön","mukaan","sisä#ministeriö","mukaan","NOUN","ADP","1","wn036.8","tdt_all","15136"
"X-case","root","case","teon","takana","teko","takana","NOUN","ADP","1","wn036.8","tdt_all","15136"
"X-case","obl","case","jonka","luona","joka","luona","PRON","ADP","1","wn036.11","tdt_all","15136"
"X-case","obl","case","YK:ta","kohtaan","YK","kohtaan","PROPN","ADP","1","wn036.12","tdt_all","15136"
"X-case","obl","case","WWF:n","mukaan","WWF","mukaan","PROPN","ADP","1","wn042.5","tdt_all","15136"
"X-case","nmod","case","sellu-","johdosta","sellu","johdosta","NOUN","ADP","3","wn042.9","tdt_all","15136"
"X-case","nmod","case","USA:n","jälkeen","USA","jälkeen","PROPN","ADP","3","wn042.9","tdt_all","15136"
"X-case","obl","case","loppuun","mennessä","loppu","mennessä","NOUN","ADP","1","wn043.9","tdt_all","15136"
"X-case","obl","case","pitoa","varten","pito","varten","NOUN","ADP","5","wn043.10","tdt_all","15136"
"X-case","root","case","Oikeuden","mukaan","oikeus","mukaan","NOUN","ADP","1","wn043.12","tdt_all","15136"
"X-case","obl","case","Oikeuden","mukaan","oikeus","mukaan","NOUN","ADP","1","wn043.13","tdt_all","15136"
"X-case","obl","case","Oikeuden","mukaan","oikeus","mukaan","NOUN","ADP","1","wn043.14","tdt_all","15136"
"X-case","obl","case","kuukauden","sisällä","kuukausi","sisällä","NOUN","ADP","1","wn043.15","tdt_all","15136"
"X-case","obl","case","tulosten","mukaan","tulos","mukaan","NOUN","ADP","1","wn051.4","tdt_all","15136"
"X-case","obl","case","kilpailijan","kesken","kilpailija","kesken","NOUN","ADP","1","wn051.5","tdt_all","15136"
"X-case","obl","case","pidätystä","vastaan","pidätys","vastaan","NOUN","ADP","1","wn061.1","tdt_all","15136"
"X-case","obl","case","George","päin","George","päin","PROPN","ADP","3","wn061.2","tdt_all","15136"
"X-case","nmod","case","oikeuden","eteen","oikeus","eteen","NOUN","ADP","1","wn061.3","tdt_all","15136"
"X-case","obl","case","tämän","vieressä","tämä","vieressä","PRON","ADP","1","wn061.4","tdt_all","15136"
"X-case","obl","case","vapauttamisen","puolesta","vapauttaminen","puolesta","NOUN","ADP","1","wn061.6","tdt_all","15136"
"X-case","nmod","case","symbolia","kohtaan","symboli","kohtaan","NOUN","ADP","1","wn061.9","tdt_all","15136"
"X-case","obl","case","hänen","mukaansa","hän","mukaan","PRON","ADP","1","wn061.11","tdt_all","15136"
"X-case","obl","case","yläjuoksulle","päin","ylä#juoksu","päin","NOUN","ADP","1","b103.3","tdt_all","15136"
"X-case","obl","case","varmuuden","vuoksi","varmuus","vuoksi","NOUN","ADP","1","b103.5","tdt_all","15136"
"X-case","obl","case","tutun","kanssa","tuttu","kanssa","NOUN","ADP","1","b106.2","tdt_all","15136"
"X-case","obl","case","hänen","kanssaan","hän","kanssa","PRON","ADP","1","b108.18","tdt_all","15136"
"X-case","obl","case","panssarin","ohi","panssari","ohi","NOUN","ADP","1","b108.22","tdt_all","15136"
"X-case","obl","case","kengän","alla","kenkä","alla","NOUN","ADP","1","b110.17","tdt_all","15136"
"X-case","obl","case","työkaverini","kanssa","työ#kaveri","kanssa","NOUN","ADP","1","b111.2","tdt_all","15136"
"X-case","obl","case","vuotta","sitten","vuosi","sitten","NOUN","ADP","1","b111.3","tdt_all","15136"
"X-case","obl","case","lesbojen","kanssa","lesbo","kanssa","NOUN","ADP","1","b111.3","tdt_all","15136"
"X-case","obl","case","Mistä","alkaen","mikä","alkaen","PRON","ADP","1","b111.6","tdt_all","15136"
"X-case","root","case","vuotta","sitten","vuosi","sitten","NOUN","ADP","1","b111.8","tdt_all","15136"
"X-case","obl","case","Sen","jälkeen","se","jälkeen","PRON","ADP","1","b111.9","tdt_all","15136"
"X-case","root","case","-sarjan","jälkeen","sarja","jälkeen","NOUN","ADP","1","b111.10","tdt_all","15136"
"X-case","ccomp","case","sitä","ennen","se","ennen","PRON","ADP","1","b111.12","tdt_all","15136"
"X-case","nmod","case","loppuun","asti","loppu","asti","NOUN","ADP","1","b112.3","tdt_all","15136"
"X-case","obl","case","ryhmän","kanssa","ryhmä","kanssa","NOUN","ADP","1","b112.3","tdt_all","15136"
"X-case","obl","case","harrastuksensa","kanssa","harrastus","kanssa","NOUN","ADP","1","b112.4","tdt_all","15136"
"X-case","obl","case","niiden","vuoksi","se","vuoksi","PRON","ADP","1","b114.3","tdt_all","15136"
"X-case","nmod","case","aamun","jälkeen","aamu","jälkeen","NOUN","ADP","1","b114.25","tdt_all","15136"
"X-case","obl","case","koiran","kanssa","koira","kanssa","NOUN","ADP","1","b114.25","tdt_all","15136"
"X-case","obl","case","vastaanhangoittelun","jälkeen","vastaanhangoittelu","jälkeen","NOUN","ADP","1","b114.33","tdt_all","15136"
"X-case","root","case","Opepöydän","takaa","ope#pöytä","takaa","NOUN","ADP","1","b115.1","tdt_all","15136"
"X-case","nmod","case","seiskaluokan","kanssa","seiska#luokka","kanssa","NOUN","ADP","1","b115.2","tdt_all","15136"
"case-X","case","obl","Kesken","jutustelua","kesken","jutustelu","ADP","NOUN","2","b115.3","tdt_all","15136"
"X-case","root","case","Opepöydän","takaa","ope#pöytä","takaa","NOUN","ADP","1","b116.1","tdt_all","15136"
"case-X","case","obl","Kesken","oppitunnin","kesken","oppi#tunti","ADP","NOUN","1","b116.2","tdt_all","15136"
"X-case","obl","case","työpaikan","ulkopuolella","työ#paikka","ulkopuolella","NOUN","ADP","1","b116.4","tdt_all","15136"
"X-case","obl","case","pyjamani","sijaan","pyjama","sijaan","NOUN","ADP","1","b201.5","tdt_all","15136"
"X-case","obl","case","kameraa","kohti","kamera","kohti","NOUN","ADP","1","b201.11","tdt_all","15136"
"X-case","obl","case","viikko","sitten","viikko","sitten","NOUN","ADP","1","b201.20","tdt_all","15136"
"X-case","obl","case","Sen","sijaan","se","sijaan","PRON","ADP","1","b201.22","tdt_all","15136"
"X-case","obl","case","farkkujen","kanssa","farkut","kanssa","NOUN","ADP","3","b201.22","tdt_all","15136"
"case-X","case","obl","ennen","meikkikuvaa","ennen","meikki#kuva","ADP","NOUN","1","b201.25","tdt_all","15136"
"X-case","obl","case","kuolemantaudista","huolimatta","kuoleman#tauti","huolimatta","NOUN","ADP","1","b201.31","tdt_all","15136"
"X-case","obl","case","lääketuliaisten","kanssa","lääke#tuliainen","kanssa","NOUN","ADP","1","b201.31","tdt_all","15136"
"X-case","nmod","case","Sairaiden","luona","sairas","luona","ADJ","ADP","1","b201.32","tdt_all","15136"
"X-case","obl","case","kassieni","kanssa","kassi","kanssa","NOUN","ADP","1","b201.34","tdt_all","15136"
"X-case","obl","case","ystäväni","kanssa","ystävä","kanssa","NOUN","ADP","1","b201.38","tdt_all","15136"
"X-case","root","case","asuntoni","vieressä","asunto","vieressä","NOUN","ADP","1","b201.44","tdt_all","15136"
"X-case","obl","case","koipeni","vuoksi","koipi","vuoksi","NOUN","ADP","1","b201.45","tdt_all","15136"
"X-case","obl","case","Mintun","kanssa","Minttu","kanssa","PROPN","ADP","1","b202.14","tdt_all","15136"
"X-case","obl","case","irtoripsitutorial-esitystään","varten","irtoripsitutorial#esitys","varten","NOUN","ADP","1","b202.21","tdt_all","15136"
"case-X","case","obl","Ennen","alkamista","ennen","alkaminen","ADP","NOUN","3","b202.21","tdt_all","15136"
"X-case","obl","case","ohjelmanumeroiden","jälkeen","ohjelma#numero","jälkeen","NOUN","ADP","5","b202.29","tdt_all","15136"
"X-case","obl","case","jonka","kanssa","joka","kanssa","PRON","ADP","1","b202.30","tdt_all","15136"
"case-X","case","obl","ennen","pakkaamista","ennen","pakkaaminen","ADP","NOUN","1","b202.33","tdt_all","15136"
"X-case","nmod","case","glitterkenkien","lisäksi","glitter#kenkä","lisäksi","NOUN","ADP","1","b202.38","tdt_all","15136"
"X-case","obl","case","takin","kanssa","takki","kanssa","NOUN","ADP","1","b202.55","tdt_all","15136"
"X-case","obl","case","kuvan","jälkeen","kuva","jälkeen","NOUN","ADP","1","b202.68","tdt_all","15136"
"X-case","obl","case","kameran","eteen","kamera","eteen","NOUN","ADP","1","b202.70","tdt_all","15136"
"X-case","obl","case","tyttöjen","kanssa","tyttö","kanssa","NOUN","ADP","1","b202.72","tdt_all","15136"
"X-case","obl","case","tuttavuuden","kanssa","tuttavuus","kanssa","NOUN","ADP","1","b202.80","tdt_all","15136"
"X-case","obl","case","sen","vuoksi","se","vuoksi","PRON","ADP","1","b203.6","tdt_all","15136"
"case-X","case","obl","ilman","tekijää","ilman","tekijä","ADP","NOUN","2","b203.8","tdt_all","15136"
"X-case","obl","case","minua","vastaan","minä","vastaan","PRON","ADP","1","b203.25","tdt_all","15136"
"X-case","obl","case","farkkujeni","alle","farkut","alle","NOUN","ADP","1","b203.31","tdt_all","15136"
"X-case","obl","case","sukkahousujen","kanssa","sukka#housut","kanssa","NOUN","ADP","1","b203.39","tdt_all","15136"
"X-case","obl","case","Sen","lisäksi","se","lisäksi","PRON","ADP","1","b203.41","tdt_all","15136"
"X-case","obl","case","Läppärin","sijaan","läppäri","sijaan","NOUN","ADP","1","b203.44","tdt_all","15136"
"X-case","obl","case","aika","sitten","aika","sitten","NOUN","ADP","1","b301.5","tdt_all","15136"
"X-case","obl","case","tavaroiden","kautta","tavara","kautta","NOUN","ADP","1","b301.7","tdt_all","15136"
"X-case","nmod","case","pölyn","lisäksi","pöly","lisäksi","NOUN","ADP","1","b301.13","tdt_all","15136"
"X-case","nmod","case","esineiden","välillä","esine","välillä","NOUN","ADP","1","b301.16","tdt_all","15136"
"X-case","obl","case","laatikon","päälle","laatikko","päälle","NOUN","ADP","1","b301.20","tdt_all","15136"
"X-case","obl","case","sen","jälkeen","se","jälkeen","PRON","ADP","1","b301.25","tdt_all","15136"
"case-X","case","obl","sisälle","intiaanikesään","sisälle","intiaani#kesä","ADP","NOUN","6","b302.17","tdt_all","15136"
"X-case","obl","case","jonka","keskelle","joka","keskelle","PRON","ADP","1","b303.10","tdt_all","15136"
"X-case","obl","case","hoitotyön","pariin","hoito#työ","pariin","NOUN","ADP","1","b303.12","tdt_all","15136"
"X-case","obl","case","jonka","kautta","joka","kautta","PRON","ADP","1","b303.25","tdt_all","15136"
"X-case","root","case","ARKIPUUHIEN","PARIIN","arki#puuha","pariin","NOUN","ADP","1","b304.1","tdt_all","15136"
"X-case","advcl","case","töiden","parissa","työ","parissa","NOUN","ADP","1","b304.12","tdt_all","15136"
"X-case","conj","case","sen","ulkopuolella","se","ulkopuolella","PRON","ADP","1","b304.15","tdt_all","15136"
"X-case","obl","case","joulun","jälkeen","joulu","jälkeen","NOUN","ADP","1","b304.16","tdt_all","15136"
"X-case","obl","case","valoa","kohti","valo","kohti","NOUN","ADP","1","b304.25","tdt_all","15136"
"case-X","case","obl","ennen","koittamista","ennen","koittaminen","ADP","NOUN","3","b304.25","tdt_all","15136"
"X-case","obl","case","perheen","kanssa","perhe","kanssa","NOUN","ADP","1","b305.2","tdt_all","15136"
"X-case","obl","case","Joulun","jälkeen","joulu","jälkeen","NOUN","ADP","1","b305.19","tdt_all","15136"
"X-case","obl","case","Sen","jälkeen","se","jälkeen","PRON","ADP","1","b305.21","tdt_all","15136"
"case-X","case","conj","ennen","sitä","ennen","se","ADP","PRON","1","b305.21","tdt_all","15136"
"X-case","nmod","case","ravinnon","eteen","ravinto","eteen","NOUN","ADP","1","b305.29","tdt_all","15136"
"X-case","nmod","case","Smetanaa","lukuunottamatta","smetana","lukuunottamatta","NOUN","ADP","1","b305.43","tdt_all","15136"
"X-case","obl","case","isovanhempiensa","kanssa","isovanhempi","kanssa","NOUN","ADP","1","b307.8","tdt_all","15136"
"X-case","obl","case","Sen","vuoksi","se","vuoksi","PRON","ADP","1","b307.12","tdt_all","15136"
"X-case","obl","case","Sen","vuoksi","se","vuoksi","PRON","ADP","1","b307.15","tdt_all","15136"
"X-case","obl","case","Sen","kautta","se","kautta","PRON","ADP","1","b307.16","tdt_all","15136"
"X-case","obl","case","sen","sijaan","se","sijaan","PRON","ADP","1","b309.5","tdt_all","15136"
"X-case","obl","case","kulman","takana","kulma","takana","NOUN","ADP","1","b309.14","tdt_all","15136"
"X-case","obl","case","miehen","kanssa","mies","kanssa","NOUN","ADP","1","b403.21","tdt_all","15136"
"case-X","case","obl","läpi","elämän","läpi","elämä","ADP","NOUN","1","b403.33","tdt_all","15136"
"X-case","obl","case","kumppanin","kanssa","kumppani","kanssa","NOUN","ADP","1","b403.34","tdt_all","15136"
"X-case","obl","case","niiden","mukaan","se","mukaan","PRON","ADP","1","b403.38","tdt_all","15136"
"X-case","nmod","case","Epävarmuuden","lisäksi","epä#varmuus","lisäksi","NOUN","ADP","1","b403.44","tdt_all","15136"
"X-case","nmod","case","vartalomme","kanssa","vartalo","kanssa","NOUN","ADP","3","b403.48","tdt_all","15136"
"X-case","obl","case","sen","jälkeen","se","jälkeen","PRON","ADP","1","b501.3","tdt_all","15136"
"X-case","obl","case","maailmanmestaruuden","ohella","maailman#mestaruus","ohella","NOUN","ADP","10","b501.4","tdt_all","15136"
"X-case","obl","case","Tämän","lisäksi","tämä","lisäksi","PRON","ADP","1","b501.7","tdt_all","15136"
"X-case","nmod","case","Iron","takana","Iron","takana","PROPN","ADP","2","b501.9","tdt_all","15136"
"X-case","obl","case","päiviä","sitten","päivä","sitten","NOUN","ADP","1","b502.2","tdt_all","15136"
"X-case","obl","case","pakettiin","mukaan","paketti","mukaan","NOUN","ADP","1","b503.4","tdt_all","15136"
"X-case","obl","case","nappulan","alle","nappula","alle","NOUN","ADP","1","b503.7","tdt_all","15136"
"X-case","obl","case","valinnan","kanssa","valinta","kanssa","NOUN","ADP","1","b503.8","tdt_all","15136"
"X-case","obl","case","nappulan","alle","nappula","alle","NOUN","ADP","1","b503.8","tdt_all","15136"
"X-case","obl","case","kytkimen","taakse","kytkin","taakse","NOUN","ADP","1","b503.12","tdt_all","15136"
"X-case","root","case","piirissä","mukana","piiri","mukana","NOUN","ADP","1","b503.13","tdt_all","15136"
"X-case","xcomp:ds","case","sen","tilalla","se","tila","PRON","NOUN","1","b503.13","tdt_all","15136"
"X-case","obl","case","bugikorjauksien","jälkeen","bugi#korjaus","jälkeen","NOUN","ADP","1","b505.2","tdt_all","15136"
"X-case","obl","case","päiviin","saakka","päivä","saakka","NOUN","ADP","1","b505.4","tdt_all","15136"
"X-case","obl","case","jonka","jälkeen","joka","jälkeen","PRON","ADP","1","b505.7","tdt_all","15136"
"X-case","obl","case","tekstin","perään","teksti","perään","NOUN","ADP","1","b505.9","tdt_all","15136"
"X-case","obl","case","version","mukana","versio","mukana","NOUN","ADP","1","b505.10","tdt_all","15136"
"X-case","nmod","case","3D-tulostimiin","saakka","3D#tulostin","saakka","NOUN","ADP","1","b506.4","tdt_all","15136"
"case-X","case","obl","ympäri","maailmaa","ympäri","maailma","ADP","NOUN","1","b506.4","tdt_all","15136"
"X-case","obl","case","jonka","jälkeen","joka","jälkeen","PRON","ADP","1","b506.16","tdt_all","15136"
"X-case","obl","case","Näiden","lisäksi","tämä","lisäksi","PRON","ADP","1","b506.17","tdt_all","15136"
"X-case","obl","case","Toukokuun","alkaen","toukokuu","alkaen","NOUN","ADP","3","b507.5","tdt_all","15136"
"X-case","obl","case","Marraskuun","jälkeen","marraskuu","jälkeen","NOUN","ADP","4","b507.6","tdt_all","15136"
"X-case","obl","case","kuukauden","jälkeen","kuukausi","jälkeen","NOUN","ADP","1","b507.7","tdt_all","15136"
"X-case","obl","case","muutoksen","johdosta","muutos","johdosta","NOUN","ADP","1","b507.9","tdt_all","15136"
"X-case","obl","case","selvyyden","vuoksi","selvyys","vuoksi","NOUN","ADP","1","b508.3","tdt_all","15136"
"X-case","obl","case","jonka","takia","joka","takia","PRON","ADP","1","b508.12","tdt_all","15136"
"X-case","obl","case","Googlen","kautta","Google","kautta","PROPN","ADP","1","b508.15","tdt_all","15136"
"X-case","obl","case","Yahoon","kautta","Yahoo","kautta","PROPN","ADP","1","b508.15","tdt_all","15136"
"X-case","obl","case","niiden","kanssa","se","kanssa","PRON","ADP","1","b508.22","tdt_all","15136"
"X-case","obl","case","tämän","takana","tämä","takana","PRON","ADP","1","b508.27","tdt_all","15136"
"X-case","obl","case","kyselyn","jälkeen","kysely","jälkeen","NOUN","ADP","1","b508.31","tdt_all","15136"
"case-X","case","nmod","per","päivä","per","päivä","ADP","NOUN","1","b508.31","tdt_all","15136"
"X-case","obl","case","3G:n","kautta","3G","kautta","NOUN","ADP","1","b508.33","tdt_all","15136"
"X-case","obl","case","senkin","takia","se","takia","PRON","ADP","1","b508.34","tdt_all","15136"
"X-case","obl","case","päivää","sitten","päivä","sitten","NOUN","ADP","1","b511.2","tdt_all","15136"
"X-case","obl","case","haasteiden","jälkeen","haaste","jälkeen","NOUN","ADP","1","b601.6","tdt_all","15136"
"X-case","obl","case","mulkoiluiden","jälkeen","mulkoilu","jälkeen","NOUN","ADP","1","b601.11","tdt_all","15136"
"X-case","obl","case","Kristan","kanssa","Krista","kanssa","PROPN","ADP","3","b601.20","tdt_all","15136"
"X-case","obl","case","taxisäätöjen","jälkeen","taksi#säätö","jälkeen","NOUN","ADP","1","b601.29","tdt_all","15136"
"X-case","obl","case","tauon","jälkeen","tauko","jälkeen","NOUN","ADP","1","b601.30","tdt_all","15136"
"X-case","obl","case","Kauppatorin","kautta","Kauppatori","kautta","PROPN","ADP","1","b601.31","tdt_all","15136"
"case-X","case","obl","ennen","maanantaita","ennen","maanantai","ADP","NOUN","1","b601.50","tdt_all","15136"
"X-case","obl","case","viikon","päästä","viikko","päästä","NOUN","ADP","1","b601.66","tdt_all","15136"
"X-case","obl","case","Sophien","kanssa","Sophie","kanssa","PROPN","ADP","3","b603.3","tdt_all","15136"
"X-case","obl","case","junamatkan","päähän","juna#matka","päähän","NOUN","ADV","1","b603.3","tdt_all","15136"
"X-case","nmod","case","Belgiaan","saakka","Belgia","saakka","PROPN","ADP","1","b603.3","tdt_all","15136"
"X-case","obl","case","kouluhommien","takia","koulu#homma","takia","NOUN","ADP","1","b603.4","tdt_all","15136"
"case-X","case","nmod","pitkin","kaupunkia","pitkin","kaupunki","ADP","NOUN","1","b603.7","tdt_all","15136"
"X-case","obl","case","vuotta","sitten","vuosi","sitten","NOUN","ADP","1","b603.14","tdt_all","15136"
"X-case","obl","case","Lounasseuran","lisäksi","lounas#seura","lisäksi","NOUN","ADP","1","b603.21","tdt_all","15136"
"X-case","nmod","case","sen","kautta","se","kautta","PRON","ADP","1","b603.39","tdt_all","15136"
"X-case","obl","case","meidän","kanssa","minä","kanssa","PRON","ADP","1","b603.40","tdt_all","15136"
"X-case","root","case","pilkkuun","asti","pilkku","asti","NOUN","ADP","5","b603.42","tdt_all","15136"
"X-case","obl","case","korjauksen","takia","korjaus","takia","NOUN","ADP","1","b603.43","tdt_all","15136"
"X-case","conj","case","senkin","edestä","se","edestä","PRON","ADP","1","b604.4","tdt_all","15136"
"X-case","obl","case","monipuolisuutensa","takia","monipuolisuus","takia","NOUN","ADP","1","b604.7","tdt_all","15136"
"X-case","nmod","case","luottokorkkareiden","kanssa","luotto#korkkari","kanssa","NOUN","ADP","1","b604.15","tdt_all","15136"
"X-case","root","case","turvallisuuden","takia","turvallisuus","takia","NOUN","ADP","1","b604.18","tdt_all","15136"
"X-case","nmod","case","kavereiden","luona","kaveri","luona","NOUN","ADP","1","b606.3","tdt_all","15136"
"X-case","obl","case","jonka","jälkeen","joka","jälkeen","PRON","ADP","1","b606.5","tdt_all","15136"
"X-case","conj","case","sen","suhteen","se","suhteen","PRON","ADP","1","b606.6","tdt_all","15136"
"case-X","case","obl","ennen","puoltayötä","ennen","puoliyö","ADP","NOUN","1","b606.11","tdt_all","15136"
"X-case","obl","case","Jensin","kanssa","Jens","kanssa","PROPN","ADP","1","b606.21","tdt_all","15136"
"X-case","obl","case","tasapelistä","huolimatta","tasa#peli","huolimatta","NOUN","ADP","1","b606.21","tdt_all","15136"
"X-case","obl","case","Kuningattarenpäivää","varten","kuningatar#päivä","varten","NOUN","ADP","1","b607.12","tdt_all","15136"
"X-case","obl","case","tyttöjen","kesken","tyttö","kesken","NOUN","ADP","1","b607.14","tdt_all","15136"
"X-case","obl","case","makkaran","kanssa","makkara","kanssa","NOUN","ADP","1","b701.6","tdt_all","15136"
"case-X","case","nmod","kera","mansikoiden","kera","mansikka","ADP","NOUN","1","b702.1","tdt_all","15136"
"X-case","obl","case","sisällön","mukaan","sisältö","mukaan","NOUN","ADP","1","b703.5","tdt_all","15136"
"X-case","nmod","case","pastan","kera","pasta","kera","NOUN","ADP","1","b705.1","tdt_all","15136"
"case-X","case","nmod","kera","pasta-tomaattihässäkän","kera","pasta#tomaatti#hässäkkä","ADP","NOUN","2","b705.2","tdt_all","15136"
"case-X","case","obl","ilman","lihalisuketta","ilman","liha#lisuke","ADP","NOUN","1","b705.8","tdt_all","15136"
"X-case","advcl","case","perheen","luona","perhe","luona","NOUN","ADP","1","b707.5","tdt_all","15136"
"X-case","obl","case","viikkoja","sitten","viikko","sitten","NOUN","ADV","1","b708.3","tdt_all","15136"
"X-case","obl","case","salaatin","kera","salaatti","kera","NOUN","ADP","6","b708.4","tdt_all","15136"
"X-case","obl","case","muovin","läpi","muovi","läpi","NOUN","ADP","1","b708.6","tdt_all","15136"
"X-case","obl","case","kannen","alla","kansi","alla","NOUN","ADP","1","b708.9","tdt_all","15136"
"X-case","nmod","case","kyljysten","päälle","kyljys","päälle","NOUN","ADP","1","b708.11","tdt_all","15136"
"X-case","obl","case","Kyljysten","kanssa","kyljys","kanssa","NOUN","ADP","3","b708.12","tdt_all","15136"
"X-case","obl","case","aikaa","sitten","aika","sitten","NOUN","ADP","1","b712.2","tdt_all","15136"
"X-case","obl","case","perustahnan","sekaan.","perus#tahna","sekaan","NOUN","ADP","1","b712.12","tdt_all","15136"
"X-case","obl","case","painon","alla","paino","alla","NOUN","ADP","1","b712.16","tdt_all","15136"
"X-case","obl","case","yön","yli","yö","yli","NOUN","ADP","1","b712.16","tdt_all","15136"
"X-case","obl","case","linkin","takaa","linkki","takaa","NOUN","ADP","1","b713.2","tdt_all","15136"
