"order","relfirst","relsecond","tokenfirst","tokensecond","lemmafirst","lemmasecond","uposfirst","upossecond","hmLength","sentence","source","size"
"X-case","advcl","case","laittaa","alle","laittaa","alle","VERB","ADP","4","b503.8","tdt_all_gov_target","15135"
"case-X","case","root","kanssa","tehdä","kanssa","tehdä","ADP","VERB","3","b503.8","tdt_all_gov_target","15135"
"X-case","root","case","muutan","taakse","muuttaa","taakse","VERB","ADP","5","b503.12","tdt_all_gov_target","15135"
"X-case","root","case","muutan","mukana","muuttaa","mukana","VERB","ADP","8","b503.13","tdt_all_gov_target","15135"
"X-case","xcomp:ds","case","sen","tilalla","se","tila","PRON","NOUN","1","b503.13","tdt_all_gov_target","15135"
"X-case","root","case","julkaistu","jälkeen","julkaista","jälkeen","VERB","ADP","3","b505.2","tdt_all_gov_target","15135"
"X-case","conj","case","korjailivat","saakka","korjailla","saakka","VERB","ADP","8","b505.4","tdt_all_gov_target","15135"
"case-X","case","xcomp:ds","jälkeen","käynnistää","jälkeen","käynnistää","ADP","VERB","4","b505.7","tdt_all_gov_target","15135"
"X-case","root","case","ilmoittakaa","perään","ilmoittaa","perään","VERB","ADP","5","b505.9","tdt_all_gov_target","15135"
"X-case","conj","case","ilmestyy","mukana","ilmestyä","mukana","VERB","ADP","5","b505.10","tdt_all_gov_target","15135"
"X-case","root","case","suosittu","ympäri","suosittu","ympäri","ADJ","ADP","1","b506.4","tdt_all_gov_target","15135"
"X-case","nmod","case","vilkuttelusta","saakka","vilkuttelu","saakka","NOUN","ADP","2","b506.4","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","jälkeen","lähden","jälkeen","lähteä","ADP","VERB","1","b506.16","tdt_all_gov_target","15135"
"case-X","case","root","lisäksi","kiinnostavaa","lisäksi","kiinnostava","ADP","ADJ","1","b506.17","tdt_all_gov_target","15135"
"case-X","case","root","alkaen","toistaa","alkaen","toistaa","ADP","VERB","10","b507.5","tdt_all_gov_target","15135"
"case-X","case","obl","jälkeen","rekisteröityneille","jälkeen","rekisteröityä","ADP","VERB","1","b507.6","tdt_all_gov_target","15135"
"X-case","root","case","rajoitetaan","jälkeen","rajoittaa","jälkeen","VERB","ADP","8","b507.7","tdt_all_gov_target","15135"
"X-case","root","case","noussut","johdosta","nousta","johdosta","VERB","ADP","4","b507.9","tdt_all_gov_target","15135"
"X-case","root","case","Kirjoitan","vuoksi","kirjoittaa","vuoksi","VERB","ADP","4","b508.3","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","takia","käyttänyt","takia","käyttää","ADP","VERB","2","b508.12","tdt_all_gov_target","15135"
"case-X","case","root","kautta","onnistu","kautta","onnistua","ADP","VERB","3","b508.15","tdt_all_gov_target","15135"
"case-X","case","conj","kautta","onnistuu","kautta","onnistua","ADP","VERB","1","b508.15","tdt_all_gov_target","15135"
"X-case","advcl","case","pelittänyt","kanssa","pelittää","kanssa","VERB","ADP","2","b508.22","tdt_all_gov_target","15135"
"case-X","case","acl","takana","oleva","takana","olla","ADP","VERB","1","b508.27","tdt_all_gov_target","15135"
"X-case","obj","case","kyselyä","per","kysely","per","NOUN","ADP","2","b508.31","tdt_all_gov_target","15135"
"X-case","conj","case","bannattiin","jälkeen","bannata","jälkeen","VERB","ADP","5","b508.31","tdt_all_gov_target","15135"
"case-X","case","root","kautta","saa","kautta","saada","ADP","VERB","1","b508.33","tdt_all_gov_target","15135"
"X-case","root","case","pysähtyi","takia","pysähtyä","takia","VERB","ADP","2","b508.34","tdt_all_gov_target","15135"
"X-case","root","case","julkaisi","sitten","julkaista","sitten","VERB","ADP","3","b511.2","tdt_all_gov_target","15135"
"case-X","case","root","jälkeen","pääsin","jälkeen","päästä","ADP","VERB","1","b601.6","tdt_all_gov_target","15135"
"X-case","advcl","case","tajusin","jälkeen","tajuta","jälkeen","VERB","ADP","4","b601.11","tdt_all_gov_target","15135"
"case-X","case","root","kanssa","juhlittiin","kanssa","juhlia","ADP","VERB","1","b601.20","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","jälkeen","päästiinkin","jälkeen","päästä","ADP","VERB","1","b601.29","tdt_all_gov_target","15135"
"case-X","case","advcl","jälkeen","ehtisivät","jälkeen","ehtiä","ADP","VERB","1","b601.30","tdt_all_gov_target","15135"
"X-case","root","case","Mentiin","kautta","mennä","kautta","VERB","ADP","3","b601.31","tdt_all_gov_target","15135"
"case-X","case","root","ennen","hämmentävää","ennen","hämmentävä","ADP","ADJ","3","b601.50","tdt_all_gov_target","15135"
"X-case","root","case","nähdään","päästä","nähdä","päästä","VERB","ADP","6","b601.66","tdt_all_gov_target","15135"
"X-case","root","case","Lähdettiin","kanssa","lähteä","kanssa","VERB","ADP","6","b603.3","tdt_all_gov_target","15135"
"X-case","obl","case","junamatkan","päähän","juna#matka","päähän","NOUN","ADV","1","b603.3","tdt_all_gov_target","15135"
"X-case","obl","case","Brysseliin","saakka","Bryssel","saakka","PROPN","ADP","2","b603.3","tdt_all_gov_target","15135"
"case-X","case","conj","takia","minimaalinen","takia","minimaalinen","ADP","ADJ","3","b603.4","tdt_all_gov_target","15135"
"X-case","conj","case","konsertteja","pitkin","konsertti","pitkin","NOUN","ADP","3","b603.7","tdt_all_gov_target","15135"
"case-X","case","root","sitten","puhuin","sitten","puhua","ADP","VERB","1","b603.14","tdt_all_gov_target","15135"
"case-X","case","root","lisäksi","iloitsimme","lisäksi","iloita","ADP","VERB","1","b603.21","tdt_all_gov_target","15135"
"case-X","case","conj","kautta","terassille","kautta","terassi","ADP","NOUN","1","b603.39","tdt_all_gov_target","15135"
"X-case","conj","case","lähtivätkin","kanssa","lähteä","kanssa","VERB","ADP","3","b603.40","tdt_all_gov_target","15135"
"X-case","conj","case","lähtivätkin","asti","lähteä","asti","VERB","ADP","11","b603.42","tdt_all_gov_target","15135"
"case-X","case","conj","takia","meni","takia","mennä","ADP","VERB","3","b603.43","tdt_all_gov_target","15135"
"X-case","ccomp","case","paljoa","edestä","paljoa","edestä","ADV","ADP","6","b604.4","tdt_all_gov_target","15135"
"X-case","root","case","ostoslistalla","takia","ostos#lista","takia","NOUN","ADP","2","b604.7","tdt_all_gov_target","15135"
"case-X","case","nsubj","kanssa","meno","kanssa","meno","ADP","NOUN","2","b604.15","tdt_all_gov_target","15135"
"X-case","nsubj","case","meno","takia","meno","takia","NOUN","ADP","7","b604.18","tdt_all_gov_target","15135"
"X-case","obl","case","seurassa","luona","seura","luona","NOUN","ADP","2","b606.3","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","jälkeen","soitti","jälkeen","soittaa","ADP","VERB","12","b606.5","tdt_all_gov_target","15135"
"X-case","nmod","case","bajamajoineen","suhteen","bajamaja","suhteen","PROPN","ADP","6","b606.6","tdt_all_gov_target","15135"
"X-case","root","case","Lähdettiin","ennen","lähteä","ennen","VERB","ADP","1","b606.11","tdt_all_gov_target","15135"
"X-case","root","case","tiimi","huolimatta","tiimi","huolimatta","NOUN","ADP","2","b606.21","tdt_all_gov_target","15135"
"case-X","case","root","kanssa","tiimi","kanssa","tiimi","ADP","NOUN","3","b606.21","tdt_all_gov_target","15135"
"X-case","root","case","oranssina","varten","oranssi","varten","ADJ","ADP","2","b607.12","tdt_all_gov_target","15135"
"X-case","xcomp:ds","case","puhua","kesken","puhua","kesken","VERB","ADP","2","b607.14","tdt_all_gov_target","15135"
"X-case","root","case","Mulle","kanssa","minä","kanssa","PRON","ADP","6","b701.6","tdt_all_gov_target","15135"
"X-case","root","case","Kuningatarrahkaa","kera","kuningatar#rahka","kera","NOUN","ADP","1","b702.1","tdt_all_gov_target","15135"
"X-case","root","case","Salaatissa","mukaan","salaatti","mukaan","NOUN","ADP","5","b703.5","tdt_all_gov_target","15135"
"X-case","root","case","Broileria","kera","broileri","kera","NOUN","ADP","3","b705.1","tdt_all_gov_target","15135"
"X-case","root","case","paistileikkeitä","kera","paisti#leike","kera","NOUN","ADP","6","b705.2","tdt_all_gov_target","15135"
"X-case","root","case","hyvä","ilman","hyvä","ilman","ADJ","ADP","2","b705.8","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","tein","luona","tehdä","luona","VERB","ADP","6","b707.5","tdt_all_gov_target","15135"
"X-case","obl","case","viikkoja","sitten","viikko","sitten","NOUN","ADV","1","b708.3","tdt_all_gov_target","15135"
"X-case","root","case","söimme","kera","syödä","kera","VERB","ADP","7","b708.4","tdt_all_gov_target","15135"
"X-case","root","case","Nuijin","läpi","nuijia","läpi","VERB","ADP","4","b708.6","tdt_all_gov_target","15135"
"X-case","root","case","Hauduttelin","alla","haudutella","alla","VERB","ADP","4","b708.9","tdt_all_gov_target","15135"
"X-case","root","case","omenalohkot","päälle","omenalohko","päälle","NOUN","ADP","2","b708.11","tdt_all_gov_target","15135"
"case-X","case","root","kanssa","syötiin","kanssa","syödä","ADP","VERB","1","b708.12","tdt_all_gov_target","15135"
"X-case","root","case","tein","sitten","tehdä","sitten","VERB","ADP","3","b712.2","tdt_all_gov_target","15135"
"X-case","conj","case","meni","sekaan.","mennä","sekaan","VERB","ADP","2","b712.12","tdt_all_gov_target","15135"
"case-X","case","root","alla","jäkaapissa","alla","jää#kaappi","ADP","NOUN","3","b712.16","tdt_all_gov_target","15135"
"case-X","case","root","yli","jäkaapissa","yli","jää#kaappi","ADP","NOUN","1","b712.16","tdt_all_gov_target","15135"
"case-X","case","conj","takaa","löytyykin","takaa","löytyä","ADP","VERB","1","b713.2","tdt_all_gov_target","15135"
"case-X","case","root","huolimatta","laitan","huolimatta","laittaa","ADP","VERB","1","b713.4","tdt_all_gov_target","15135"
"X-case","xcomp:ds","case","nautittaviksi","kera","nauttia","kera","VERB","ADP","13","b713.6","tdt_all_gov_target","15135"
"X-case","root","case","valita","mukaan","valita","mukaan","VERB","ADP","3","b713.8","tdt_all_gov_target","15135"
"X-case","root","case","Levitä","päälle","levittää","päälle","VERB","ADP","5","b714.6","tdt_all_gov_target","15135"
"X-case","root","case","Pyörittele","päälle","pyöritellä","päälle","VERB","ADP","4","b715.8","tdt_all_gov_target","15135"
"X-case","obl","case","pellillä","päällä","pelti","päällä","NOUN","ADP","3","b717.7","tdt_all_gov_target","15135"
"X-case","root","case","Kohota","ennen","kohottaa","ennen","VERB","ADP","10","b717.7","tdt_all_gov_target","15135"
"X-case","parataxis","case","painele","ennen","painella","ennen","VERB","ADP","5","b717.7","tdt_all_gov_target","15135"
"X-case","root","case","Puhdista","ennen","puhdistaa","ennen","VERB","ADP","4","b718.6","tdt_all_gov_target","15135"
"X-case","root","case","Syödään","kera","syödä","kera","VERB","ADP","5","b718.7","tdt_all_gov_target","15135"
"X-case","root","case","Sekoita","kanssa","sekoittaa","kanssa","VERB","ADP","8","b719.3","tdt_all_gov_target","15135"
"X-case","root","case","Alku","alle","alku","alle","NOUN","ADP","4","b719.6","tdt_all_gov_target","15135"
"X-case","root","case","nautittiin","kanssa","nauttia","kanssa","VERB","ADP","3","b720.5","tdt_all_gov_target","15135"
"X-case","obj","case","punaherukoita","sijaan","puna#herukka","sijaan","NOUN","ADP","2","b721.5","tdt_all_gov_target","15135"
"X-case","root","case","Sekoita","sekaan","sekoittaa","sekaan","VERB","ADP","2","b721.6","tdt_all_gov_target","15135"
"case-X","case","advcl","asemesta","käyttää","asemesta","käyttää","ADP","VERB","1","b721.11","tdt_all_gov_target","15135"
"X-case","root","case","maistele","ilman","maistella","ilman","VERB","ADP","2","b721.12","tdt_all_gov_target","15135"
"X-case","root","case","antaa","kanssa","antaa","kanssa","VERB","ADP","5","b721.14","tdt_all_gov_target","15135"
"X-case","conj","case","lisää","sekaan","lisätä","sekaan","VERB","ADP","3","b722.6","tdt_all_gov_target","15135"
"case-X","case","advcl","päästä","räpsin","päästä","räpsiä","ADP","VERB","1","b723.4","tdt_all_gov_target","15135"
"case-X","case","root","mukaan","huomannut","mukaan","huomata","ADP","VERB","2","b801.3","tdt_all_gov_target","15135"
"case-X","case","root","mukaan","liity","mukaan","liittyä","ADP","VERB","8","b801.10","tdt_all_gov_target","15135"
"X-case","root","case","palaa","riippumatta","palaa","riippumatta","VERB","ADP","2","b801.12","tdt_all_gov_target","15135"
"X-case","compound:nn","case","pahoillani","puolesta","pahoillaan","puolesta","ADV","ADP","2","b801.18","tdt_all_gov_target","15135"
"X-case","xcomp","case","selvitä","kanssa","selvitä","kanssa","VERB","ADP","3","b801.19","tdt_all_gov_target","15135"
"X-case","acl","case","puhua","puolesta","puhua","puolesta","VERB","ADP","2","b801.21","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","pystyisi","ilman","pystyä","ilman","VERB","ADP","2","b801.24","tdt_all_gov_target","15135"
"X-case","obl","case","kaistalleen","viereen","kaista","viereen","NOUN","ADP","7","b801.36","tdt_all_gov_target","15135"
"X-case","root","case","heiluttelee","edessä","heilutella","edessä","VERB","ADP","5","b801.47","tdt_all_gov_target","15135"
"X-case","conj","case","syömällä","kanssa","syödä","kanssa","VERB","ADP","3","b801.58","tdt_all_gov_target","15135"
"X-case","conj","case","syömällä","edessä","syödä","edessä","VERB","ADP","6","b801.58","tdt_all_gov_target","15135"
"X-case","advcl","case","keittämällä","mukaan","keittää","mukaan","VERB","ADP","10","b801.70","tdt_all_gov_target","15135"
"case-X","case","root","jälkeen","kuullota","jälkeen","kuullottaa","ADP","VERB","1","b801.71","tdt_all_gov_target","15135"
"X-case","root","case","Tarjoa","kanssa","tarjota","kanssa","VERB","ADP","3","b801.74","tdt_all_gov_target","15135"
"X-case","root","case","Kysyin","sitten","kysyä","sitten","VERB","ADP","3","b802.22","tdt_all_gov_target","15135"
"case-X","case","root","jälkeen","kakisteli","jälkeen","kakistella","ADP","VERB","2","b802.25","tdt_all_gov_target","15135"
"X-case","root","case","tekemistä","kanssa","tekeminen","kanssa","NOUN","ADP","2","b802.27","tdt_all_gov_target","15135"
"X-case","obl","case","ylpeän","sijaan","ylpeä","sijaan","ADJ","ADP","1","b802.28","tdt_all_gov_target","15135"
"X-case","conj","case","ajan","jälkeen","ajaa","jälkeen","VERB","ADP","3","b802.35","tdt_all_gov_target","15135"
"X-case","nsubj:cop","case","katto","päällä","katto","päällä","NOUN","ADP","2","b802.50","tdt_all_gov_target","15135"
"case-X","case","root","mukaan","sormisuolaa","mukaan","sormi#suola","ADP","NOUN","1","b802.60","tdt_all_gov_target","15135"
"X-case","advcl","case","lisäten","mukaan","lisätä","mukaan","VERB","ADP","2","b802.61","tdt_all_gov_target","15135"
"X-case","xcomp","case","suolata","ennen","suolata","ennen","VERB","ADP","5","b802.64","tdt_all_gov_target","15135"
"X-case","conj","case","nosta","rinnalle","nostaa","rinnalle","VERB","ADP","4","b802.69","tdt_all_gov_target","15135"
"X-case","conj","case","nosta","kanssa","nostaa","kanssa","VERB","ADP","8","b802.69","tdt_all_gov_target","15135"
"X-case","parataxis","case","tarkista","ennen","tarkistaa","ennen","VERB","ADP","2","b802.70","tdt_all_gov_target","15135"
"X-case","root","case","Tarjoa","kanssa","tarjota","kanssa","VERB","ADP","2","b802.71","tdt_all_gov_target","15135"
"case-X","case","acl","varrella","sijaitsevaan","varrella","sijaita","ADP","VERB","1","b803.6","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","nousivat","yläpuolelle","nousta","yläpuolelle","VERB","ADP","3","b803.8","tdt_all_gov_target","15135"
"case-X","case","obl","kesken","aamiaisen","kesken","aamiainen","ADV","NOUN","1","b803.10","tdt_all_gov_target","15135"
"case-X","case","root","kanssa","jaan","kanssa","jakaa","ADP","VERB","1","b803.26","tdt_all_gov_target","15135"
"X-case","root","case","asettaa","alle","asettaa","alle","VERB","ADP","3","b803.27","tdt_all_gov_target","15135"
"case-X","case","conj","yli","nukuttuani","yli","nukkua","ADP","VERB","1","b803.28","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","ilman","elää","ilman","elää","ADP","VERB","3","b803.33","tdt_all_gov_target","15135"
"X-case","root","case","Enkä","ilman","ei","ilman","VERB","ADP","1","b803.34","tdt_all_gov_target","15135"
"X-case","xcomp:ds","case","hautua","alla","hautua","alla","VERB","ADP","2","b803.42","tdt_all_gov_target","15135"
"X-case","root","case","Tarjoa","kanssa","tarjota","kanssa","VERB","ADP","5","b803.43","tdt_all_gov_target","15135"
"X-case","root","case","pyörittää","pitkin","pyörittää","pitkin","VERB","ADP","6","b804.18","tdt_all_gov_target","15135"
"case-X","case","obj","sijaan","perhettä","sijaan","perhe","ADP","NOUN","1","b804.20","tdt_all_gov_target","15135"
"case-X","case","obl","sijaan","säkkiin","sijaan","säkki","ADP","NOUN","1","b804.21","tdt_all_gov_target","15135"
"X-case","obl","case","liikenneympyrässä","päässä","liikenne#ympyrä","päässä","NOUN","ADP","5","b804.23","tdt_all_gov_target","15135"
"X-case","advcl","case","kaasuttelin","kohti","kaasutella","kohti","VERB","ADP","3","b804.33","tdt_all_gov_target","15135"
"X-case","parataxis","case","keitä","jälkeen","keittää","jälkeen","VERB","ADP","3","b804.44","tdt_all_gov_target","15135"
"X-case","root","case","Tarjoa","kanssa","tarjota","kanssa","VERB","ADP","5","b804.46","tdt_all_gov_target","15135"
"case-X","case","advcl","jälkeen","kieltäytyy","jälkeen","kieltäytyä","ADP","VERB","5","e1002.13","tdt_all_gov_target","15135"
"X-case","root","case","asetettu","edelle","asettaa","edelle","VERB","ADP","6","e1002.16","tdt_all_gov_target","15135"
"X-case","obl","case","toimiin","vastaan","toimi","vastaan","NOUN","ADP","3","e1002.17","tdt_all_gov_target","15135"
"X-case","xcomp:ds","case","keskittämään","sijaan","keskittää","sijaan","VERB","ADP","5","e1003.2","tdt_all_gov_target","15135"
"X-case","conj","case","saaneet","mukaan","saada","mukaan","VERB","ADP","2","e1004.3","tdt_all_gov_target","15135"
"X-case","ccomp","case","laimentaa","kanssa","laimentaa","kanssa","VERB","ADP","4","e1004.6","tdt_all_gov_target","15135"
"X-case","nmod","case","kysymystä","lukuun","kysymys","lukuun","NOUN","ADV","1","e1004.10","tdt_all_gov_target","15135"
"case-X","case","root","vuoksi","päätti","vuoksi","päättää","ADP","VERB","2","e1004.13","tdt_all_gov_target","15135"
"X-case","xcomp","case","säilyttää","jälkeen","säilyttää","jälkeen","VERB","ADP","7","e1004.14","tdt_all_gov_target","15135"
"case-X","case","root","jälkeen","ehdottivat","jälkeen","ehdottaa","ADP","VERB","4","e1004.15","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","tekivät","kanssa","tehdä","kanssa","VERB","ADP","6","e1004.17","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","mukaan","säännellä","mukaan","säännellä","ADP","VERB","3","e1004.18","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","mukaan","halua","mukaan","haluta","ADP","VERB","3","e1004.22","tdt_all_gov_target","15135"
"case-X","case","conj","vuoksi","turvauduttava","vuoksi","turvautua","ADP","VERB","1","e1004.23","tdt_all_gov_target","15135"
"X-case","root","case","soveltaminen","riippumatta","soveltaminen","riippumatta","NOUN","ADP","1","e1005.1","tdt_all_gov_target","15135"
"X-case","root","case","tulisi","mukaan","tulla","mukaan","VERB","ADP","4","e1005.7","tdt_all_gov_target","15135"
"X-case","compound:nn","case","rahasto","kohden","rahasto","kohden","NOUN","ADP","3","e1005.11","tdt_all_gov_target","15135"
"X-case","obj","case","toimia","vastaan","toimi","vastaan","NOUN","ADP","6","e1006.15","tdt_all_gov_target","15135"
"X-case","nmod","case","luomisessa","keskuudessa","luominen","keskuudessa","NOUN","ADP","2","e1007.3","tdt_all_gov_target","15135"
"case-X","case","root","lisäksi","tuli","lisäksi","tulla","ADP","VERB","13","e1007.7","tdt_all_gov_target","15135"
"case-X","case","root","vuoksi","palaan","vuoksi","palata","ADP","VERB","1","e1007.19","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","mukaan","vetäytyy","mukaan","vetäytyä","ADP","VERB","2","e1007.22","tdt_all_gov_target","15135"
"case-X","case","advcl","mukaan","estetty","mukaan","estää","ADP","VERB","5","e1007.22","tdt_all_gov_target","15135"
"case-X","case","root","vuoksi","käsittää","vuoksi","käsittää","ADP","VERB","7","e1007.23","tdt_all_gov_target","15135"
"X-case","csubj:cop","case","pyrimme","kohti","pyrkiä","kohti","VERB","ADP","1","e1009.2","tdt_all_gov_target","15135"
"X-case","obl","case","liittoa","kanssa","liitto","kanssa","NOUN","ADP","2","e1009.2","tdt_all_gov_target","15135"
"X-case","nsubj:cop","case","kauppasuhteemme","kanssa","kauppa#suhde","kanssa","NOUN","ADP","2","e1009.3","tdt_all_gov_target","15135"
"case-X","case","root","jälkeen","perustettu","jälkeen","perustaa","ADP","VERB","3","e1010.1","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","seuranneet","alkaen","seurata","alkaen","VERB","ADP","5","e1011.1","tdt_all_gov_target","15135"
"case-X","case","root","Ennen","haluaa","ennen","haluta","ADP","VERB","4","e1011.3","tdt_all_gov_target","15135"
"X-case","root","case","siellä","kanssa","siellä","kanssa","ADV","ADP","5","e1011.5","tdt_all_gov_target","15135"
"case-X","case","csubj:cop","mukaan","päinvastainen","mukaan","päinvastainen","ADP","ADJ","2","e1011.6","tdt_all_gov_target","15135"
"X-case","advcl","case","täyttääkseen","varten","täyttää","varten","VERB","ADP","6","e1011.7","tdt_all_gov_target","15135"
"X-case","conj","case","solmiakseen","kanssa","solmia","kanssa","VERB","ADP","5","e1011.7","tdt_all_gov_target","15135"
"X-case","conj","case","liittää","vuoksi","liittää","vuoksi","VERB","ADP","7","e1012.3","tdt_all_gov_target","15135"
"X-case","obl","case","viikko","sitten","viikko","sitten","NOUN","ADV","1","e1013.1","tdt_all_gov_target","15135"
"case-X","case","root","lisäksi","ovat","lisäksi","olla","ADP","VERB","1","e1013.8","tdt_all_gov_target","15135"
"X-case","acl","case","tehdä","suhteen","tehdä","suhteen","VERB","ADP","4","e1013.14","tdt_all_gov_target","15135"
"X-case","xcomp:ds","case","toimia","mukaan","toimia","mukaan","VERB","ADP","3","e1013.15","tdt_all_gov_target","15135"
"X-case","nsubj:cop","case","sopimus","välillä","sopimus","välillä","NOUN","ADP","4","e1014.11","tdt_all_gov_target","15135"
"X-case","root","case","antaakin","jälkeen","antaa","jälkeen","VERB","ADP","9","e1015.3","tdt_all_gov_target","15135"
"X-case","nmod","case","yhteyteen","kanssa","yhteys","kanssa","NOUN","ADP","3","e1015.6","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","mennessä","tehnyt","mennessä","tehdä","ADP","VERB","1","e1016.1","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","vuoksi","maksavat","vuoksi","maksaa","ADP","VERB","5","e1016.7","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","jakaneet","alkaen","jakaa","alkaen","VERB","ADP","2","e1016.15","tdt_all_gov_target","15135"
"X-case","xcomp","case","pyrkimään","kanssa","pyrkiä","kanssa","VERB","ADP","2","e1016.32","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","sopusoinnussa","kanssa","sopu#sointu","kanssa","NOUN","ADP","4","e1016.33","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","mukaan","haluaa","mukaan","haluta","ADP","VERB","2","e1016.38","tdt_all_gov_target","15135"
"X-case","obl","case","asemaan","kanssa","asema","kanssa","NOUN","ADP","4","e1016.43","tdt_all_gov_target","15135"
"case-X","case","acl","alla","purjehtiviin","alla","purjehtia","ADP","VERB","1","e1016.43","tdt_all_gov_target","15135"
"X-case","xcomp","case","löytämään","kanssa","löytää","kanssa","VERB","ADP","5","e1016.50","tdt_all_gov_target","15135"
"case-X","case","acl","parissa","työskennellyttä","parissa","työskennellä","ADP","VERB","1","e1016.53","tdt_all_gov_target","15135"
"X-case","conj","case","lähettää","kautta","lähettää","kautta","VERB","ADP","5","e1017.3","tdt_all_gov_target","15135"
"X-case","conj","case","pysty","vuoksi","pystyä","vuoksi","VERB","ADP","4","e1017.4","tdt_all_gov_target","15135"
"case-X","case","root","mukaan","vähentää","mukaan","vähentää","ADP","VERB","4","e1017.6","tdt_all_gov_target","15135"
"X-case","nsubj","case","Riita","välille","riita","välille","NOUN","ADP","5","e1018.2","tdt_all_gov_target","15135"
"X-case","obl","case","aluevesirajan","ulkopuolelle","alue#vesi#raja","ulko#puoli","NOUN","NOUN","1","e1018.2","tdt_all_gov_target","15135"
"X-case","xcomp","case","suojella","ulkopuolella","suojella","ulkopuolella","VERB","ADP","3","e1018.2","tdt_all_gov_target","15135"
"case-X","case","acl:relcl","mukaan","varustettava","mukaan","varustaa","ADP","VERB","4","e1018.7","tdt_all_gov_target","15135"
"X-case","root","case","humaanimpi","kautta","humaani","kautta","ADJ","ADP","3","e1020.3","tdt_all_gov_target","15135"
"X-case","acl:relcl","case","loisi","kesken","luoda","kesken","VERB","ADP","6","e1020.3","tdt_all_gov_target","15135"
"X-case","root","case","kilpailukykyisempi","vuoksi","kilpailu#kykyinen","vuoksi","ADJ","ADP","4","e1020.4","tdt_all_gov_target","15135"
"X-case","root","case","pyrkiä","kohti","pyrkiä","kohti","VERB","ADP","1","e1020.7","tdt_all_gov_target","15135"
"X-case","advcl","case","matkustaneet","kanssa","matkustaa","kanssa","VERB","ADP","4","e1023.3","tdt_all_gov_target","15135"
"case-X","case","root","mukaan","peruutettu","mukaan","peruuttaa","ADP","VERB","16","e1023.5","tdt_all_gov_target","15135"
"X-case","nsubj","case","kahnaus","kanssa","kahnaus","kanssa","NOUN","ADP","2","e1023.6","tdt_all_gov_target","15135"
"X-case","root","case","äänestin","puolesta","äänestää","puolesta","VERB","ADP","7","e1025.1","tdt_all_gov_target","15135"
"case-X","case","root","vuoksi","tärkeää","vuoksi","tärkeä","ADP","ADJ","8","e1027.6","tdt_all_gov_target","15135"
"X-case","root","case","suoritettiin","ilman","suorittaa","ilman","VERB","ADP","1","e1027.7","tdt_all_gov_target","15135"
"case-X","case","root","puolesta","ilmoittaa","puolesta","ilmoittaa","ADP","VERB","1","e1027.13","tdt_all_gov_target","15135"
"X-case","obj","case","askelta","kohti","askel","kohti","NOUN","ADP","1","e1027.15","tdt_all_gov_target","15135"
"X-case","advcl","case","odotti","asti","odottaa","asti","VERB","ADP","3","e1029.4","tdt_all_gov_target","15135"
"X-case","acl","case","jatkaa","asti","jatkaa","asti","VERB","ADP","4","e1029.7","tdt_all_gov_target","15135"
"X-case","ccomp","case","taataan","asti","taata","asti","VERB","ADP","2","e1029.8","tdt_all_gov_target","15135"
"X-case","nmod","case","ajalta","ennen","aika","ennen","NOUN","ADP","1","e1029.11","tdt_all_gov_target","15135"
"X-case","xcomp","case","olevansa","yläpuolella","olla","yläpuolella","VERB","ADP","2","e1029.19","tdt_all_gov_target","15135"
"case-X","case","conj","mennessä","vastuuton","mennessä","vastuuton","ADP","ADJ","4","e1029.22","tdt_all_gov_target","15135"
"X-case","ccomp","case","vaikuttaa-","mukaan","vaikuttaa","mukaan","VERB","ADP","4","e1029.26","tdt_all_gov_target","15135"
"case-X","case","acl","kanssa","tekemiensä","kanssa","tehdä","ADP","VERB","1","e1029.26","tdt_all_gov_target","15135"
"case-X","case","ccomp","vuoksi","vaikuttaa-","vuoksi","vaikuttaa","ADP","VERB","1","e1029.26","tdt_all_gov_target","15135"
"X-case","root","case","He","ilman","hän","ilman","PRON","ADP","3","e1029.27","tdt_all_gov_target","15135"
"X-case","root","case","He","asti","hän","asti","PRON","ADP","7","e1029.27","tdt_all_gov_target","15135"
"X-case","ccomp","case","jatkuu","asti","jatkua","asti","VERB","ADP","2","e1029.29","tdt_all_gov_target","15135"
"case-X","case","root","vuoksi","opettajilla","vuoksi","opettaja","ADP","NOUN","1","e1029.29","tdt_all_gov_target","15135"
"case-X","case","ccomp","jälkeen","kysyttiin","jälkeen","kysyä","ADP","VERB","4","e1029.32","tdt_all_gov_target","15135"
