"order","relfirst","relsecond","tokenfirst","tokensecond","lemmafirst","lemmasecond","uposfirst","upossecond","hmLength","sentence","source","size"
"case-X","case","nmod","keskuudessa","äänestäjien","keskuudessa","äänestäjä","ADP","NOUN","1","e1007.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","lisäksi","Sen","lisäksi","se","ADP","PRON","1","e1007.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","Sen","vuoksi","se","ADP","PRON","1","e1007.19","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","jonka","mukaan","joka","ADP","PRON","1","e1007.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","väitteiden","mukaan","väite","ADP","NOUN","1","e1007.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","Tämän","vuoksi","tämä","ADP","PRON","1","e1007.23","tdt_all_to_prep_target","15129"
"case-X","case","obl","kohti","liittoa","kohti","liitto","ADP","NOUN","2","e1009.2","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kanssa","Intian","kanssa","Intia","ADP","PROPN","1","e1009.2","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kanssa","Intian","kanssa","Intia","ADP","PROPN","1","e1009.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","hyväksymisen","jälkeen","hyväksyminen","ADP","NOUN","2","e1010.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","alkaen","vuodesta","alkaen","vuosi","ADP","NOUN","1","e1011.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","Ennen","esittämistä","ennen","esittäminen","ADP","NOUN","2","e1011.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","jäsenten","kanssa","jäsen","ADP","NOUN","2","e1011.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","Martínezin","mukaan","Martínez","ADP","PROPN","2","e1011.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","varten","assosiointisopimusta","varten","assosiointi#sopimus","ADP","NOUN","2","e1011.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","unionin","kanssa","unioni","ADP","NOUN","2","e1011.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","seikkojen","vuoksi","seikka","ADP","NOUN","2","e1012.3","tdt_all_to_prep_target","15129"
"X-case","obl","case","viikko","sitten","viikko","sitten","NOUN","ADV","1","e1013.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","lisäksi","Tämän","lisäksi","tämä","ADP","PRON","1","e1013.8","tdt_all_to_prep_target","15129"
"case-X","case","obl","suhteen","ydinohjelman","suhteen","ydin#ohjelma","ADP","NOUN","2","e1013.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","mielensä","mukaan","mieli","ADP","NOUN","2","e1013.15","tdt_all_to_prep_target","15129"
"case-X","case","nmod","välillä","EU:n","välillä","EU","ADP","PROPN","1","e1014.11","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","mietintöjen","jälkeen","mietintä","ADP","NOUN","7","e1015.3","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kanssa","parlamentin","kanssa","parlamentti","ADP","NOUN","2","e1015.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","mennessä","päivään","mennessä","päivä","ADP","NOUN","2","e1016.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","joiden","vuoksi","joka","ADP","PRON","1","e1016.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","alkaen","alusta","alkaen","alku","ADP","NOUN","1","e1016.15","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","parlamentin","kanssa","parlamentti","ADP","NOUN","1","e1016.32","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kanssa","ratkaisun","kanssa","ratkaisu","ADP","NOUN","2","e1016.33","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","jonka","mukaan","joka","ADP","PRON","1","e1016.38","tdt_all_to_prep_target","15129"
"case-X","case","obl","alla","lipun","alla","lippu","ADP","NOUN","2","e1016.43","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kanssa","kumppaneidensa","kanssa","kumppani","ADP","NOUN","2","e1016.43","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","parlamentin","kanssa","parlamentti","ADP","NOUN","2","e1016.50","tdt_all_to_prep_target","15129"
"case-X","case","obl","parissa","tekstin","parissa","teksti","ADP","NOUN","1","e1016.53","tdt_all_to_prep_target","15129"
"case-X","case","obl","kautta","hätänumeron","kautta","hätä#numero","ADP","NOUN","2","e1017.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","vammojensa","vuoksi","vamma","ADP","NOUN","1","e1017.4","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","arvion","mukaan","arvio","ADP","NOUN","2","e1017.6","tdt_all_to_prep_target","15129"
"X-case","obl","case","aluevesirajan","ulkopuolelle","alue#vesi#raja","ulko#puoli","NOUN","NOUN","1","e1018.2","tdt_all_to_prep_target","15129"
"case-X","case","nmod","välille","Kanadan","välille","Kanada","ADP","PROPN","1","e1018.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","ulkopuolella","aluevesirajansa","ulkopuolella","alue#vesi#raja","ADP","NOUN","1","e1018.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","jonka","mukaan","joka","ADP","PRON","1","e1018.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","kautta","siteiden","kautta","side","ADP","NOUN","2","e1020.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","kesken","nuorten","kesken","nuori","ADP","NOUN","2","e1020.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","koulutuksen","vuoksi","koulutus","ADP","NOUN","2","e1020.4","tdt_all_to_prep_target","15129"
"case-X","case","obl","kohti","suunnitelmia","kohti","suunnitelma","ADP","NOUN","3","e1020.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","johtajan","kanssa","johtaja","ADP","NOUN","2","e1023.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","tietojen","mukaan","tieto","ADP","NOUN","2","e1023.5","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kanssa","lentoyhtiön","kanssa","lento#yhtiö","ADP","NOUN","1","e1023.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","puolesta","mietinnön","puolesta","mietintö","ADP","NOUN","6","e1025.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","Sen","vuoksi","se","ADP","PRON","1","e1027.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","mietintöä","ilman","mietintö","ADP","NOUN","1","e1027.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","puolesta","komission","puolesta","komissio","ADP","NOUN","1","e1027.13","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kohti","ympäristöä","kohti","ympäristö","ADP","NOUN","2","e1027.15","tdt_all_to_prep_target","15129"
"case-X","case","obl","asti","päivään","asti","päivä","ADP","NOUN","2","e1029.4","tdt_all_to_prep_target","15129"
"case-X","case","obl","asti","eläkeikään","asti","eläke#ikä","ADP","NOUN","1","e1029.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","asti","eläkeikään","asti","eläke#ikä","ADP","NOUN","1","e1029.8","tdt_all_to_prep_target","15129"
"case-X","case","nmod","ennen","irtisanomista","ennen","irti#sanominen","ADP","NOUN","1","e1029.11","tdt_all_to_prep_target","15129"
"case-X","case","obl","yläpuolella","lain","yläpuolella","laki","ADP","NOUN","1","e1029.19","tdt_all_to_prep_target","15129"
"case-X","case","obl","mennessä","tähän","mennessä","tämä","ADP","PRON","1","e1029.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","komission","kanssa","komissio","ADP","NOUN","1","e1029.26","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","sopimusten","vuoksi","sopimus","ADP","NOUN","5","e1029.26","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","asiakirjan","mukaan","asia#kirja","ADP","NOUN","3","e1029.26","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","turvaa","ilman","turva","ADP","NOUN","1","e1029.27","tdt_all_to_prep_target","15129"
"case-X","case","obl","asti","ikävuoteen","asti","ikä#vuosi","ADP","NOUN","2","e1029.27","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","kolmikantasopimuksen","vuoksi","kolmi#kanta#sopimus","ADP","NOUN","2","e1029.29","tdt_all_to_prep_target","15129"
"case-X","case","obl","asti","eläkeikään","asti","eläke#ikä","ADP","NOUN","1","e1029.29","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","tekemisen","jälkeen","tekeminen","ADP","NOUN","3","e1029.32","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","hyväksymisen","jälkeen","hyväksyminen","ADP","NOUN","2","e1030.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","paitsi","ehdotuksesta","paitsi","ehdotus","ADP","NOUN","2","e1030.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","tähden","konformismin","tähden","konformismi","ADP","NOUN","1","e1031.15","tdt_all_to_prep_target","15129"
"case-X","case","obl","ulkopuolelle","kasvukäsityksen","ulkopuolelle","kasvu#käsitys","ADP","NOUN","2","e1031.16","tdt_all_to_prep_target","15129"
"case-X","case","obl","ulkopuolella","unionin","ulkopuolella","unioni","ADP","NOUN","2","e1031.19","tdt_all_to_prep_target","15129"
"case-X","case","nmod","ulkopuolella","unionin","ulkopuolella","unioni","ADP","NOUN","2","e1031.19","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kanssa","maiden","kanssa","maa","ADP","NOUN","2","e1031.19","tdt_all_to_prep_target","15129"
"case-X","case","obl","välillä","tapojen","välillä","tapa","ADP","NOUN","3","e1032.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","vastaan","etuja","vastaan","etu","ADP","NOUN","5","e1032.1","tdt_all_to_prep_target","15129"
"case-X","case","nmod","vastaan","järjestelmää","vastaan","järjestelmä","ADP","NOUN","6","e1032.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","kertomuksen","mukaan","kertomus","ADP","NOUN","2","e1034.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","kokouksen","jälkeen","kokous","ADP","NOUN","2","e1034.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","nojalla","artiklan","nojalla","artikla","ADP","NOUN","8","e1034.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","takana","selän","takana","selkä","ADP","NOUN","2","e1034.12","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kanssa","kohtien","kanssa","kohta","ADP","NOUN","5","e1034.16","tdt_all_to_prep_target","15129"
"case-X","case","obl","taakse","rajan","taakse","raja","ADP","NOUN","1","e1035.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","viisumia","ilman","viisumi","ADP","NOUN","1","e1035.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","taakse","rajojen","taakse","raja","ADP","NOUN","1","e1035.4","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","Venäjän","kanssa","Venäjä","ADP","PROPN","1","e1035.15","tdt_all_to_prep_target","15129"
"case-X","case","obl","puolesta","ryhmän","puolesta","ryhmä","ADP","NOUN","2","e1035.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","ennen","maailmansotaa","ennen","maailman#sota","ADP","NOUN","2","e1036.4","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","miesten","kanssa","mies","ADP","NOUN","6","e1036.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","profeetan","kanssa","profeetta","ADP","NOUN","2","e1036.10","tdt_all_to_prep_target","15129"
"case-X","case","xcomp","mukana","ponnisteluissa","mukana","ponnistelu","ADP","NOUN","20","e1036.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","takia","senkin","takia","se","ADP","PRON","4","e1036.15","tdt_all_to_prep_target","15129"
"case-X","case","advcl","sitten","vuosikymmen","sitten","vuosi#kymmen","ADP","NOUN","4","e1036.19","tdt_all_to_prep_target","15129"
"case-X","case","advcl","sitten","vuosikymmen","sitten","vuosi#kymmen","ADP","NOUN","4","e1036.21","tdt_all_to_prep_target","15129"
"case-X","case","root","keskellä","kriisiä","keskellä","kriisi","ADP","NOUN","1","e1036.23","tdt_all_to_prep_target","15129"
"case-X","case","xcomp","mukana","työssä","mukana","työ","ADP","NOUN","1","e1036.33","tdt_all_to_prep_target","15129"
"case-X","case","obl","keskelle","Eurooppaa","keskelle","Eurooppa","ADP","PROPN","1","e1036.42","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","putoamisen","jälkeen","putoaminen","ADP","NOUN","2","e1036.42","tdt_all_to_prep_target","15129"
"case-X","case","obl","puolesta","valiokunnan","puolesta","valio#kunta","ADP","NOUN","2","e1037.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","välillä","ohjelmien","välillä","ohjelma","ADP","NOUN","3","e1037.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","sisällä","unionin","sisällä","unioni","ADP","NOUN","3","e1037.6","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kesken","jäsenvaltioiden","kesken","jäsen#valtio","ADP","NOUN","1","e1037.6","tdt_all_to_prep_target","15129"
"case-X","case","conj","välillä","unionin","välillä","unioni","ADP","NOUN","4","e1037.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","Kaikesta","huolimatta","kaikki","ADP","PRON","1","e1037.8","tdt_all_to_prep_target","15129"
"case-X","case","obl","kohtaan","valtioita","kohtaan","valtio","ADP","NOUN","4","e1037.11","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","sen","jälkeen","se","ADP","PRON","1","e1037.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","vaiheen","jälkeen","vaihe","ADP","NOUN","2","e1037.13","tdt_all_to_prep_target","15129"
"case-X","case","conj","jälkeen","vaiheen","jälkeen","vaihe","ADP","NOUN","4","e1037.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","yli","rajojen","yli","raja","ADP","NOUN","2","e1037.13","tdt_all_to_prep_target","15129"
"case-X","case","root","edessä","tilanteen","edessä","tilanne","ADP","NOUN","5","e1037.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","lisäksi","sen","lisäksi","se","ADP","PRON","1","e1037.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","mennessä","tähän","mennessä","tämä","ADP","PRON","1","e1037.33","tdt_all_to_prep_target","15129"
"case-X","case","root","välillä","Komission","välillä","komissio","ADP","NOUN","1","e1038.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","tietoa","ilman","tieto","ADP","NOUN","2","e1038.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","vastaan","poistamista","vastaan","poistaminen","ADP","NOUN","2","e1038.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","puolesta","Dominique","puolesta","Dominique","ADP","PROPN","2","e1040.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","alkaen","alusta","alkaen","alku","ADP","NOUN","1","e1040.4","tdt_all_to_prep_target","15129"
"case-X","case","obl","sijasta","sen","sijasta","se","ADP","PRON","1","e1040.8","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","kustannuksista","huolimatta","kustannus","ADP","NOUN","3","e1040.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","kohti","järjestelmää","kohti","järjestelmä","ADP","NOUN","2","e1040.12","tdt_all_to_prep_target","15129"
"case-X","case","obl","kautta","lakkauttamisen","kautta","lakkauttaminen","ADP","NOUN","8","e1042.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","puolesta","mietinnön","puolesta","mietintö","ADP","NOUN","1","e1042.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","naisen","kanssa","nainen","ADP","NOUN","2","e1042.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","alla","sorron","alla","sorto","ADP","NOUN","2","e1045.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","vastaan","taustaa","vastaan","tausta","ADP","NOUN","2","e1045.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","varten","tapahtumaa","varten","tapahtuma","ADP","NOUN","1","e1045.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","lisäksi","fanaattisuuden","lisäksi","fanaattisuus","ADP","NOUN","2","e1045.9","tdt_all_to_prep_target","15129"
"case-X","case","nmod","vastaan","perusihmisoikeuksia","vastaan","perus#ihmis#oikeus","ADP","NOUN","1","e1045.9","tdt_all_to_prep_target","15129"
"case-X","case","conj","ilman","turvaa","ilman","turva","ADP","NOUN","1","e1045.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","vastaan","ihmisiä","vastaan","ihminen","ADP","NOUN","2","e1047.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","joiden","mukaan","joka","ADP","PRON","1","e1047.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","takia","pakotteiden","takia","pakote","ADP","NOUN","2","e1047.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","takia","pakotteiden","takia","pakote","ADP","NOUN","1","e1047.9","tdt_all_to_prep_target","15129"
"case-X","case","nmod","jälkeen","eronsa","jälkeen","ero","ADP","NOUN","2","e1047.11","tdt_all_to_prep_target","15129"
"case-X","case","obl","alkaen","tammikuusta","alkaen","tammikuu","ADP","NOUN","1","e1047.11","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","mandaattia","ilman","mandaatti","ADP","NOUN","3","e1047.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","www-sivuston","mukaan","www#sivusto","ADP","NOUN","2","e1049.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","viivästymisen","vuoksi","viivästyminen","ADP","NOUN","1","e1049.6","tdt_all_to_prep_target","15129"
"X-case","obl","case","2.","lähtien","2.","lähtien","ADJ","ADP","2","e1052.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","mennessä","loppuun","mennessä","loppu","ADP","NOUN","2","e1052.5","tdt_all_to_prep_target","15129"
"case-X","case","ccomp","ulkopuolella","EU:","ulkopuolella","EU","ADP","PROPN","3","e1053.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","jonka","kanssa","joka","ADP","PRON","1","e1053.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","vastaan","mietintöä","vastaan","mietintö","ADP","NOUN","4","e1053.4","tdt_all_to_prep_target","15129"
"case-X","case","obl","puolesta","direktiivin","puolesta","direktiivi","ADP","NOUN","1","e1054.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","vastaan","puitepäätösluonnosta","vastaan","puite#päätös#luonnos","ADP","NOUN","1","e1054.13","tdt_all_to_prep_target","15129"
"case-X","case","nmod","myötä","sen","myötä","se","ADP","PRON","1","e1056.7","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","sidosryhmien","kanssa","sidos#ryhmä","ADP","NOUN","1","e1056.11","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","jäsenvaltioiden","kanssa","jäsen#valtio","ADP","NOUN","1","e1056.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","Tästä","huolimatta","tämä","ADP","PRON","1","e1056.18","tdt_all_to_prep_target","15129"
"case-X","case","obl","ennen","loppua","ennen","loppu","ADP","NOUN","3","e1056.24","tdt_all_to_prep_target","15129"
"case-X","case","obl","sijaan","sen","sijaan","se","ADP","PRON","1","e1056.25","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","parannustoimista","huolimatta","parannus#toimi","ADP","NOUN","2","e1056.28","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kohtaan","työntekijöitä","kohtaan","työn#tekijä","ADP","NOUN","1","e1056.28","tdt_all_to_prep_target","15129"
"case-X","case","obl","myötä","kehityksen","myötä","kehitys","ADP","NOUN","2","e1056.29","tdt_all_to_prep_target","15129"
"case-X","case","obl","kohti","järjestelmiä","kohti","järjestelmä","ADP","NOUN","3","e1056.32","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","peruseroavaisuuksista","huolimatta","perus#eroavaisuus","ADP","NOUN","2","e1056.38","tdt_all_to_prep_target","15129"
"case-X","case","obl","suhteen","olemassaolon","suhteen","olemassa#olo","ADP","NOUN","7","e1056.39","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","Sen","vuoksi","se","ADP","PRON","1","e1056.42","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kanssa","Armenian","kanssa","Armenia","ADP","PROPN","1","e1058.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","rauhansopimuskehotuksista","huolimatta","rauhan#sopimus#kehotus","ADP","NOUN","3","e1058.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","Sen","vuoksi","se","ADP","PRON","1","e1058.13","tdt_all_to_prep_target","15129"
"X-case","obl","case","sellaista","vastaan","sellainen","vastaan","ADJ","ADP","1","e1060.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","selvyyden","vuoksi","selvyys","ADP","NOUN","1","e1060.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","huomautuksista","huolimatta","huomautus","ADP","NOUN","2","e1063.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","sijaan","sen","sijaan","se","ADP","PRON","1","e1063.13","tdt_all_to_prep_target","15129"
"case-X","case","obl","vastaan","sopimusehdotusta","vastaan","sopimus#ehdotus","ADP","NOUN","2","e1063.15","tdt_all_to_prep_target","15129"
"case-X","case","obl","ennen","kaikkea","ennen","kaikki","ADP","PRON","1","e1064.3","tdt_all_to_prep_target","15129"
"case-X","case","conj","ulkopuolellakin","niiden","ulkopuolella","se","ADP","PRON","2","e1064.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","Tämän","vuoksi","tämä","ADP","PRON","1","e1065.12","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","Tämän","vuoksi","tämä","ADP","PRON","1","e1065.16","tdt_all_to_prep_target","15129"
"case-X","case","nmod","välillä","luokituksen","välillä","luokitus","ADP","NOUN","4","e1065.19","tdt_all_to_prep_target","15129"
"case-X","case","obl","välillä","Yritysten","välillä","yritys","ADP","NOUN","1","e1065.22","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","Tämän","vuoksi","tämä","ADP","PRON","1","e1065.23","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","Tämän","vuoksi","tämä","ADP","PRON","1","e1065.24","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","prosessiin","mukaan","prosessi","ADP","NOUN","1","e1065.28","tdt_all_to_prep_target","15129"
"case-X","case","obl","mukaan","kutsujen","mukaan","kutsu","ADP","NOUN","2","e1068.2","tdt_all_to_prep_target","15129"
"case-X","case","root","puolesta","ALDE-ryhmän","puolesta","ALDE#ryhmä","ADP","NOUN","1","e1069.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","Yhdysvaltojen","kanssa","Yhdysvallat","ADP","PROPN","1","e1069.4","tdt_all_to_prep_target","15129"
"case-X","case","appos","jälkeen","neuvottelujen","jälkeen","neuvottelu","ADP","NOUN","4","e1069.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","sitten","hetki","sitten","hetki","ADP","NOUN","1","e1069.15","tdt_all_to_prep_target","15129"
"case-X","case","obl","saakka","päivään","saakka","päivä","ADP","NOUN","2","e1069.16","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","minkä","vuoksi","mikä","ADP","PRON","1","e1069.16","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","säännöksistä","huolimatta","säännös","ADP","NOUN","4","e1069.17","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","suostumusta","ilman","suostumus","ADP","NOUN","8","e1070.5","tdt_all_to_prep_target","15129"
"case-X","case","nmod","myötä","sen","myötä","se","ADP","PRON","1","e1070.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","Siitä","huolimatta","se","ADP","PRON","1","e1070.8","tdt_all_to_prep_target","15129"
"case-X","case","obl","vastaan","kilpailua","vastaan","kilpailu","ADP","NOUN","2","e1070.10","tdt_all_to_prep_target","15129"
"case-X","case","obl","sijaan","tullisuojeluhakemuksen","sijaan","tulli#suojelu#hakemus","ADP","NOUN","3","e1070.12","tdt_all_to_prep_target","15129"
"case-X","case","obl","lisäksi","Tämän","lisäksi","tämä","ADP","PRON","1","e1070.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","yrittäjä-","kanssa","yrittäjä","ADP","NOUN","2","e1070.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","sijaan","sen","sijaan","se","ADP","PRON","1","e1070.23","tdt_all_to_prep_target","15129"
"case-X","case","conj","vailla","asiantuntemusta","vailla","asian#tuntemus","ADP","NOUN","1","e1071.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","maahanmuuttajien","vuoksi","maahan#muuttaja","ADP","NOUN","7","e1071.6","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssaan","heidän","kanssa","hän","ADP","PRON","1","e1071.7","tdt_all_to_prep_target","15129"
"X-case","obl","case","ilmoituksia","lukuun","ilmoitus","lukuun","NOUN","ADV","1","e1071.13","tdt_all_to_prep_target","15129"
"case-X","case","nmod","jälkeen","Eurooppa-neuvoston","jälkeen","Eurooppa#neuvosto","ADP","NOUN","2","e1071.14","tdt_all_to_prep_target","15129"
"case-X","case","conj","kanssa","kansalaistemme","kanssa","kansalainen","ADP","NOUN","2","e1071.14","tdt_all_to_prep_target","15129"
"case-X","case","obl","sijaan","Sen","sijaan","se","ADP","PRON","1","e1072.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","suhteen","turvallisuuden","suhteen","turvallisuus","ADP","NOUN","1","e1072.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","mennessä","Tähän","mennessä","tämä","ADP","PRON","1","e1074.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","puolesta","päätöslauselman","puolesta","päätös#lauselma","ADP","NOUN","2","e1076.1","tdt_all_to_prep_target","15129"
"case-X","case","obl","ulkopuolelle","joiden","ulkopuolelle","joka","ADP","PRON","1","e1076.3","tdt_all_to_prep_target","15129"
"case-X","case","obl","huolimatta","sanamuotoilusta","huolimatta","sana#muotoilu","ADP","NOUN","2","e1076.5","tdt_all_to_prep_target","15129"
"case-X","case","obl","jälkeen","konferenssin","jälkeen","konferenssi","ADP","NOUN","2","e1076.9","tdt_all_to_prep_target","15129"
"case-X","case","obl","vuoksi","Sen","vuoksi","se","ADP","PRON","1","e1077.10","tdt_all_to_prep_target","15129"
"case-X","case","obl","kohtaan","asiaa","kohtaan","asia","ADP","NOUN","1","e1078.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","määräaikoja","ilman","määrä#aika","ADP","NOUN","1","e1078.4","tdt_all_to_prep_target","15129"
"case-X","case","nmod","kohti","jäsenyyttä","kohti","jäsenyys","ADP","NOUN","4","e1078.4","tdt_all_to_prep_target","15129"
"case-X","case","obl","ilman","vaatteita","ilman","vaate","ADP","NOUN","1","f101.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","kohti","sitä","kohti","se","ADP","PRON","1","f101.40","tdt_all_to_prep_target","15129"
"case-X","case","nmod","ympärillä","sen","ympärillä","se","ADP","PRON","1","f101.42","tdt_all_to_prep_target","15129"
"case-X","case","obl","seassa","kulkijoiden","seassa","kulkija","ADP","NOUN","2","f102.2","tdt_all_to_prep_target","15129"
"case-X","case","obl","kanssa","kävelykeppinsä","kanssa","kävely#keppi","ADP","NOUN","2","f102.4","tdt_all_to_prep_target","15129"
